"Age"	"Height"	"Weight"
"adult"	63.97625	233.86
"adult"	63.66129	156.2
"child"	47.16526	53.24
"adult"	59.48807	178.64
"adult"	63.54318	155.54
"adult"	67.40144	162.58
"child"	63.22822	153.12
"child"	36.96843	33.22
"adult"	66.41719	198
"adult"	62.36208	150.26
"adult"	63.34633	183.26
"adult"	65.86601	167.64
"child"	62.32271	121.66
"adult"	62.87389	146.74
"adult"	65.39357	232.76
"adult"	68.07073	133.54
"child"	45.11802	48.4
"adult"	64.29121	220.22
"adult"	64.29121	141.68
"adult"	61.29909	104.5
"adult"	63.42507	220.66
"child"	63.7794	114.62
"child"	64.52743	123.2
"child"	57.59831	72.82
"child"	55.27548	122.54
"child"	65.07861	272.14
"adult"	66.85026	115.5
"adult"	63.62192	144.54
"child"	35.66922	26.4
"child"	51.33848	80.74
"child"	40.07866	32.78
"child"	61.57468	96.36
"child"	51.29911	57.86
"child"	47.71644	48.62
"adult"	64.21247	172.04
"child"	51.06289	58.3
"child"	64.5668	103.84
"adult"	65.03924	268.62
"child"	62.24397	119.02
"adult"	65.94475	204.38
"child"	61.4172	108.46
"adult"	63.50381	165.22
"adult"	59.09437	216.92
"child"	35.07867	27.94
"adult"	61.10224	271.48
"adult"	64.76365	167.2
"child"	53.9369	88.66
"child"	39.05504	35.64
"adult"	63.54318	162.14
"child"	67.08648	113.3
"child"	39.29126	43.12
"adult"	64.84239	143.44
"child"	60.94476	116.6
"adult"	65.94475	134.42
"adult"	65.39357	184.8
"child"	34.05505	25.74
"child"	43.11015	38.28
"child"	66.96837	148.72
"adult"	66.45656	235.4
"adult"	60.66917	155.98
"child"	59.88177	95.7
"child"	61.85027	185.46
"adult"	63.70066	203.28
"adult"	61.65342	174.68
"child"	34.96056	26.62
"adult"	65.15735	244.64
"child"	52.12588	58.08
"adult"	63.26759	181.94
"adult"	66.1416	170.06
"adult"	66.5353	150.48
"child"	35.55111	25.74
"adult"	63.07074	214.94
"child"	63.81877	104.5
"child"	66.1416	141.68
"adult"	59.72429	213.62
"child"	61.57468	195.58
"adult"	64.09436	127.16
"adult"	57.91327	110.22
"adult"	59.96051	184.8
"adult"	61.92901	187
"adult"	62.28334	170.28
"adult"	64.21247	138.6
"child"	34.2519	29.48
"adult"	68.34632	198.44
"adult"	64.99987	136.18
"adult"	63.97625	174.02
"adult"	63.50381	144.32
"adult"	61.49594	126.06
"adult"	62.32271	214.94
"adult"	60.86602	158.62
"adult"	66.96837	176
"adult"	63.93688	178.42
"child"	61.33846	88.22
"adult"	65.27546	129.58
"child"	65.62979	119.68
"child"	41.29913	33.88
"adult"	66.33845	174.9
"adult"	62.16523	281.38
"adult"	65.82664	192.5
"adult"	61.65342	168.3
"child"	62.40145	102.3
"adult"	63.26759	140.14
"adult"	62.95263	196.24
"child"	50.94478	49.5
"adult"	61.53531	111.98
"adult"	62.40145	89.76
"child"	61.37783	131.78
"adult"	70.03923	160.82
"adult"	66.96837	348.7
"child"	66.929	136.4
"adult"	68.77939	191.84
"child"	42.63771	67.98
"adult"	64.21247	122.32
"child"	60.66917	92.84
"adult"	64.64554	144.54
"adult"	65.98412	168.52
"child"	37.7952	32.34
"adult"	59.64555	111.76
"child"	63.66129	159.28
"adult"	61.29909	157.3
"adult"	63.22822	171.6
"child"	61.18098	129.36
"adult"	59.80303	190.96
"child"	61.96838	168.08
"adult"	64.05499	207.68
"child"	62.63767	138.6
"adult"	60.6298	256.52
"child"	42.99204	38.06
"child"	47.87392	47.08
"child"	35.19678	31.46
"child"	66.73215	134.2
"adult"	63.74003	295.68
"adult"	60.43295	140.36
"child"	59.4487	110.88
"child"	51.9684	62.7
"adult"	64.76365	155.32
"child"	47.244	45.98
"adult"	62.08649	193.16
"adult"	63.03137	123.42
"adult"	63.81877	158.18
"child"	60.59043	135.3
"child"	62.75578	153.12
"adult"	65.78727	278.3
"adult"	67.08648	124.52
"adult"	63.30696	128.04
"child"	63.26759	180.4
"adult"	60.6298	144.54
"adult"	59.01563	166.32
"adult"	66.88963	253
"adult"	68.5038	381.7
"adult"	66.41719	172.7
"adult"	64.5668	175.12
"adult"	61.49594	118.58
"child"	60.47232	123.64
"adult"	64.13373	111.76
"adult"	61.18098	215.38
"child"	63.34633	133.76
"adult"	66.57467	190.3
"adult"	61.33846	121.22
"child"	40.03929	34.1
"child"	62.32271	118.36
"adult"	61.06287	168.74
"adult"	63.3857	174.02
"child"	45.11802	55
"child"	59.52744	78.32
"child"	52.55895	51.92
"adult"	64.72428	187.88
"adult"	62.04712	173.58
"adult"	66.929	119.02
"child"	43.307	39.82
"child"	49.40935	54.78
"adult"	71.02348	148.94
"child"	50.35423	61.82
"adult"	62.44082	184.58
"adult"	64.48806	154.44
"child"	63.93688	108.02
"adult"	62.91326	136.18
"adult"	61.65342	124.74
"child"	34.37001	31.02
"child"	42.99204	37.4
"adult"	65.43294	252.78
"adult"	60.39358	196.68
"adult"	65.62979	202.62
"adult"	70.11797	273.46
"child"	53.85816	72.82
"adult"	61.73216	128.48
"adult"	60.82665	97.24
"child"	49.9999	56.76
"adult"	63.11011	148.28
"adult"	61.53531	100.32
"child"	45.82668	47.3
"child"	67.36207	120.34
"adult"	63.26759	169.84
"adult"	63.66129	138.82
"adult"	59.17311	150.04
"child"	64.25184	92.62
"adult"	62.992	140.58
"child"	56.77154	89.76
"child"	54.56682	81.62
"child"	67.16522	125.62
"adult"	59.09437	185.24
"child"	44.64558	44.22
"adult"	63.81877	143.44
"adult"	65.3542	147.4
"adult"	65.11798	133.54
"adult"	60.98413	135.3
"child"	59.52744	104.72
"child"	62.48019	126.28
"child"	47.40148	45.76
"child"	48.54321	70.62
"child"	38.07079	37.84
"adult"	62.63767	135.08
"adult"	59.13374	134.42
"child"	50.03927	61.16
"adult"	65.15735	198.44
"adult"	60.51169	145.64
"adult"	58.46445	129.58
"adult"	64.60617	162.58
"child"	62.48019	98.56
"adult"	62.08649	139.04
"child"	62.992	163.02
"adult"	67.55892	170.94
"child"	52.7558	74.36
"adult"	60.27547	143
"child"	62.36208	130.24
"adult"	62.87389	178.2
"adult"	63.66129	134.64
"child"	66.77152	157.96
"child"	57.99201	102.52
"child"	38.26764	31.68
"child"	42.67708	38.94
"adult"	64.09436	244.64
"adult"	65.43294	183.26
"child"	36.69284	29.92
"adult"	63.85814	254.76
"child"	43.26763	52.8
"child"	48.11014	58.96
"child"	36.96843	38.28
"adult"	66.41719	166.32
"adult"	64.1731	139.7
"child"	42.44086	40.7
"child"	68.93687	172.92
"adult"	66.85026	169.4
"child"	35.433	23.76
"adult"	69.99986	148.94
"child"	56.57469	92.62
"adult"	64.09436	125.4
"adult"	68.38569	187.66
"child"	33.11017	23.54
"adult"	61.53531	155.76
"child"	66.57467	130.46
"adult"	66.33845	119.02
"child"	64.01562	130.68
"adult"	65.47231	143
"adult"	63.50381	116.82
"adult"	62.5983	131.34
"adult"	64.05499	210.76
"adult"	64.09436	200.2
"adult"	61.14161	120.56
"child"	58.42508	93.28
"child"	60.55106	92.18
"child"	63.54318	202.84
"adult"	59.76366	161.48
"adult"	63.81877	151.14
"child"	65.31483	174.9
"adult"	62.95263	155.1
"adult"	62.83452	165.22
"adult"	67.08648	140.36
"adult"	62.75578	128.26
"adult"	66.81089	153.56
"adult"	66.61404	203.72
"child"	63.66129	179.08
"adult"	66.85026	165.44
"adult"	64.01562	138.6
"adult"	63.89751	151.8
"adult"	63.34633	174.02
"child"	35.23615	33.22
"adult"	62.36208	220.66
"child"	62.5983	99.44
"child"	59.4487	131.34
"child"	63.81877	89.32
"adult"	64.5668	207.24
"adult"	63.74003	130.02
"child"	47.95266	58.08
"adult"	64.68491	176.88
"child"	57.0865	135.96
"adult"	65.47231	233.2
"adult"	62.75578	143.88
"adult"	65.03924	187.88
"adult"	66.69278	246.18
"child"	62.48019	133.1
"child"	39.29126	34.76
"adult"	63.26759	185.46
"child"	41.88968	35.2
"adult"	66.41719	152.24
"adult"	65.82664	243.32
"child"	33.30702	24.42
"child"	62.48019	121.44
"child"	53.11013	60.94
"adult"	67.3227	204.6
"adult"	60.07862	202.18
"adult"	65.23609	147.62
"adult"	62.71641	167.86
"child"	62.75578	177.76
"child"	58.30697	117.92
"child"	48.4251	48.62
"child"	38.34638	38.5
"child"	54.60619	61.82
"child"	40.23614	31.9
"adult"	61.85027	139.26
"adult"	67.40144	123.64
"adult"	67.04711	199.98
"child"	46.73219	47.52
"child"	59.17311	78.98
"adult"	63.11011	228.14
"adult"	64.48806	196.24
"child"	64.48806	138.16
"adult"	65.23609	143.44
"adult"	64.13373	180.4
"child"	34.72434	26.4
"child"	65.07861	124.3
"adult"	65.3542	334.18
"adult"	62.2046	212.96
"adult"	60.11799	255.64
"adult"	67.75577	208.78
"adult"	65.39357	344.52
"adult"	59.60618	170.72
"adult"	60.15736	133.54
"adult"	58.42508	123.42
"adult"	59.92114	157.3
"adult"	60.90539	162.36
"adult"	57.16524	130.24
"child"	58.85815	134.64
"adult"	64.92113	184.8
"adult"	66.29908	126.06
"adult"	61.49594	127.38
"child"	64.76365	192.5
"adult"	62.40145	221.1
"adult"	64.36995	143.88
"child"	42.79519	38.5
"adult"	64.9605	109.78
"child"	39.21252	34.54
"adult"	60.2361	173.36
"adult"	60.86602	146.08
"adult"	66.85026	222.64
"adult"	61.49594	90.86
"adult"	63.81877	172.26
"child"	58.50382	87.78
"adult"	65.19672	210.32
"adult"	61.77153	146.3
"adult"	60.47232	110.66
"adult"	62.32271	154.88
"adult"	59.17311	110.66
"adult"	67.55892	229.24
"adult"	65.15735	166.54
"child"	43.7007	45.54
"child"	58.30697	103.4
"adult"	65.23609	157.74
"child"	67.40144	114.62
"child"	53.9369	71.5
"adult"	64.29121	102.08
"adult"	66.41719	132.88
"adult"	67.83451	292.38
"child"	45.19676	41.8
"adult"	60.51169	165.44
"child"	69.36994	145.42
"child"	57.91327	101.42
"adult"	66.69278	196.24
"child"	67.08648	181.72
"adult"	62.75578	199.98
"adult"	66.85026	165.66
"adult"	64.80302	111.76
"child"	60.59043	90.2
"adult"	62.28334	106.7
"adult"	62.63767	155.32
"child"	54.17312	108.46
"adult"	65.78727	140.36
"adult"	64.09436	222.42
"child"	64.5668	119.9
"adult"	67.08648	273.9
"adult"	64.52743	233.64
"child"	61.25972	101.86
"adult"	65.55105	182.82
"child"	53.85816	60.06
"child"	63.07074	167.64
"child"	59.09437	154.22
"adult"	63.66129	143.44
"adult"	63.85814	263.34
"child"	63.58255	135.3
"adult"	63.97625	102.96
"child"	40.62984	36.52
"child"	40.98417	37.62
"adult"	63.66129	156.86
"child"	62.87389	93.72
"child"	68.34632	313.72
"child"	42.16527	48.4
"adult"	65.70853	349.58
"child"	35.51174	31.9
"child"	49.92116	62.48
"adult"	61.29909	194.7
"child"	46.25975	53.68
"adult"	69.13372	173.8
"adult"	62.32271	137.5
"child"	63.11011	110.44
"adult"	64.60617	134.86
"adult"	64.44869	162.58
"adult"	63.14948	219.78
"child"	64.72428	150.92
"adult"	63.7794	143.22
"adult"	64.29121	161.26
"child"	62.44082	100.1
"adult"	62.83452	155.32
"adult"	67.7164	212.3
"child"	65.43294	108.9
"adult"	62.55893	160.16
"adult"	66.06286	170.28
"adult"	65.31483	130.02
"adult"	65.90538	177.32
"adult"	59.13374	145.2
"adult"	63.81877	112.64
"adult"	63.74003	210.98
"adult"	62.28334	104.06
"adult"	59.8424	117.48
"child"	52.44084	75.9
"child"	53.18887	78.76
"child"	42.79519	35.64
"child"	63.58255	107.58
"adult"	63.07074	140.58
"child"	56.06288	68.2
"child"	40.19677	35.86
"adult"	63.50381	139.26
"child"	44.17314	47.08
"adult"	61.92901	126.94
"child"	63.50381	106.04
"adult"	64.13373	130.46
"child"	41.57472	40.7
"child"	62.67704	121
"adult"	60.74791	154.66
"adult"	69.99986	145.2
"adult"	63.93688	127.6
"child"	63.30696	105.38
"adult"	61.14161	140.58
"child"	37.16528	35.86
"child"	60.51169	254.76
"child"	51.53533	83.16
"child"	57.40146	110.22
"child"	61.10224	148.06
"child"	62.63767	113.96
"child"	63.7794	148.28
"adult"	65.82664	139.7
"child"	61.61405	115.94
"child"	64.99987	146.3
"adult"	68.30695	258.5
"adult"	65.3542	169.4
"adult"	62.04712	132
"adult"	66.10223	152.68
"adult"	64.84239	238.48
"adult"	64.05499	128.26
"adult"	67.20459	227.26
"child"	58.22823	82.5
"child"	39.7637	31.24
"child"	56.49595	104.28
"child"	38.22827	30.58
"child"	67.95262	138.6
"child"	55.78729	115.06
"adult"	64.9605	174.46
"adult"	62.83452	123.64
"adult"	64.92113	137.06
"child"	60.03925	118.8
"child"	55.47233	101.86
"child"	39.37	39.38
"child"	37.44087	28.38
"child"	36.18103	36.96
"adult"	60.98413	140.8
"adult"	66.22034	122.32
"adult"	61.14161	121.22
"adult"	61.92901	161.48
"adult"	65.3542	113.74
"adult"	62.28334	121.88
"adult"	62.55893	200.42
"adult"	62.08649	168.3
"adult"	67.00774	121.22
"adult"	63.93688	148.06
"child"	57.55894	111.1
"adult"	61.0235	113.96
"child"	56.25973	55.88
"child"	60.94476	128.26
"child"	67.87388	128.48
"adult"	64.5668	278.52
"adult"	67.24396	191.4
"adult"	63.30696	116.82
"child"	52.55895	52.14
"adult"	61.73216	120.34
"child"	51.69281	64.46
"adult"	62.63767	178.64
"adult"	64.40932	138.16
"adult"	57.4802	168.96
"adult"	65.3542	168.96
"adult"	66.85026	190.96
"child"	50.43297	52.8
"adult"	62.67704	154.88
"adult"	64.21247	113.52
"adult"	66.25971	205.04
"child"	35.47237	23.1
"child"	64.72428	179.52
"adult"	69.48805	165
"adult"	65.15735	159.72
"adult"	66.02349	171.6
"child"	66.65341	158.4
"adult"	62.16523	125.84
"adult"	62.36208	135.08
"adult"	62.91326	207.46
"adult"	61.25972	167.2
"adult"	62.79515	160.82
"child"	61.65342	102.74
"adult"	65.82664	163.46
"adult"	67.67703	136.84
"adult"	59.33059	114.4
"adult"	60.74791	125.84
"child"	64.33058	139.04
"adult"	60.98413	136.84
"adult"	62.79515	184.36
"adult"	68.81876	129.14
"adult"	60.39358	165.22
"child"	59.33059	75.24
"adult"	60.35421	229.24
"adult"	63.14948	319.22
"child"	46.92904	56.32
"adult"	65.47231	145.64
"adult"	58.07075	94.6
"child"	63.89751	149.38
"adult"	68.07073	153.56
"child"	63.3857	95.48
"adult"	67.16522	147.62
"adult"	61.65342	180.18
"adult"	65.70853	161.7
"adult"	63.62192	126.5
"adult"	61.65342	193.38
"child"	44.40936	46.2
"adult"	58.2676	95.92
"child"	55.59044	67.98
"adult"	66.22034	126.5
"child"	51.41722	66.44
"adult"	63.93688	164.12
"child"	39.48811	38.94
"child"	50.51171	69.74
"child"	42.04716	37.84
"child"	54.64556	65.34
"child"	55.35422	91.74
"child"	39.96055	32.78
"adult"	59.21248	146.08
"adult"	61.73216	135.08
"adult"	66.929	144.98
"adult"	62.5983	166.1
"child"	36.10229	26.62
"adult"	57.63768	110.44
"child"	41.92905	42.24
"child"	64.68491	137.06
"child"	37.28339	34.76
"adult"	59.36996	201.52
"child"	53.34635	69.52
"child"	61.22035	134.2
"adult"	62.12586	188.1
"adult"	62.83452	134.86
"adult"	65.66916	125.4
"child"	60.19673	137.06
"adult"	62.992	238.48
"child"	37.55898	36.74
"adult"	61.88964	126.72
"adult"	62.12586	145.2
"adult"	62.91326	164.78
"adult"	60.15736	114.84
"child"	62.992	99.44
"adult"	64.5668	188.1
"adult"	64.64554	151.8
"child"	58.34634	95.92
"adult"	63.34633	114.4
"adult"	63.58255	173.36
"child"	56.57469	98.12
"adult"	63.81877	184.36
"adult"	63.22822	135.08
"adult"	63.26759	163.9
"adult"	68.26758	140.58
"adult"	62.71641	163.24
"adult"	61.69279	175.56
"adult"	61.0235	143.66
"adult"	66.88963	211.86
"child"	50.7873	66.88
"child"	59.76366	90.64
"adult"	64.72428	285.78
"child"	60.2361	101.2
"adult"	59.52744	104.28
"adult"	61.0235	126.72
"child"	45.19676	48.4
"child"	37.32276	35.2
"child"	33.03143	24.2
"adult"	64.05499	155.1
"adult"	63.54318	179.52
"adult"	65.70853	244.64
"adult"	66.61404	128.04
"adult"	57.63768	157.52
"adult"	59.80303	139.7
"adult"	65.51168	174.9
"adult"	58.42508	139.26
"child"	43.14952	43.34
"adult"	62.5983	119.02
"adult"	62.67704	174.9
"child"	60.51169	110.44
"adult"	64.44869	135.52
"child"	42.95267	44.66
"adult"	67.59829	152.24
"child"	53.62194	53.02
"child"	49.76368	64.24
"adult"	61.18098	120.12
"adult"	66.29908	212.74
"adult"	61.45657	135.3
"child"	63.14948	119.02
"adult"	63.3857	124.08
"child"	60.78728	159.94
"child"	42.20464	56.76
"child"	39.13378	31.68
"child"	62.91326	100.54
"child"	36.2204	37.62
"adult"	65.43294	208.56
"adult"	63.18885	409.64
"child"	59.29122	135.08
"adult"	66.25971	131.78
"adult"	64.76365	125.84
"child"	65.51168	108.68
"adult"	61.69279	194.26
"child"	61.49594	147.62
"adult"	62.75578	168.3
"child"	66.06286	133.54
"child"	57.71642	85.14
"child"	40.11803	35.42
"child"	65.27546	194.7
"child"	61.14161	152.46
"adult"	66.69278	121.44
"adult"	65.7479	178.2
"adult"	62.36208	147.4
"child"	54.96052	95.26
"child"	46.65345	47.08
"adult"	63.30696	121.22
"child"	62.32271	77.66
"adult"	62.71641	171.6
"child"	67.40144	150.26
"adult"	67.63766	175.12
"adult"	64.9605	161.92
"adult"	61.96838	154.22
"child"	35.39363	29.48
"adult"	61.73216	148.5
"adult"	67.12585	185.68
"adult"	64.05499	145.2
"child"	67.51955	166.76
"child"	55.98414	64.02
"adult"	65.51168	129.36
"adult"	65.07861	141.24
"child"	42.75582	53.24
"child"	36.96843	32.34
"adult"	68.62191	249.48
"child"	62.28334	136.18
"child"	66.10223	185.02
"child"	40.19677	34.54
"adult"	60.15736	156.42
"adult"	63.89751	160.38
"child"	50.23612	53.9
"child"	56.85028	92.62
"adult"	62.04712	204.38
"adult"	64.80302	158.4
"child"	61.45657	191.18
"adult"	62.75578	150.7
"adult"	63.7794	106.92
"adult"	66.45656	185.46
"adult"	69.44868	171.6
"adult"	62.63767	126.5
"adult"	64.33058	149.82
"child"	61.65342	102.96
"child"	46.77156	45.1
"adult"	65.07861	159.72
"child"	63.74003	104.72
"adult"	63.74003	168.52
"adult"	62.75578	203.94
"adult"	65.19672	142.12
"adult"	60.51169	112.2
"adult"	62.67704	221.1
"adult"	63.14948	112.2
"adult"	63.11011	114.84
"adult"	62.00775	199.76
"adult"	61.18098	163.9
"child"	63.42507	127.6
"adult"	60.35421	133.1
"adult"	63.18885	216.7
"adult"	61.4172	118.14
"adult"	60.35421	276.98
"adult"	64.99987	220.22
"adult"	60.98413	218.9
"adult"	63.62192	187.44
"adult"	61.4172	192.06
"adult"	60.07862	121
"child"	62.16523	144.76
"child"	61.37783	108.02
"child"	59.64555	115.94
"adult"	64.52743	185.46
"adult"	59.48807	177.76
"adult"	64.80302	126.94
"adult"	63.18885	217.36
"adult"	57.40146	114.4
"adult"	62.40145	139.26
"adult"	60.94476	235.18
"child"	64.99987	195.8
"adult"	60.82665	157.08
"child"	62.71641	231.88
"adult"	62.83452	193.82
"adult"	60.74791	104.28
"adult"	63.50381	146.96
"child"	60.47232	111.76
"adult"	60.2361	161.04
"child"	59.72429	85.8
"adult"	66.65341	195.8
"adult"	61.61405	171.82
"adult"	57.12587	162.58
"adult"	66.73215	150.7
"adult"	67.00774	125.4
"child"	44.05503	57.42
"adult"	63.81877	123.2
"child"	62.67704	147.62
"adult"	63.58255	201.52
"adult"	61.85027	138.82
"adult"	60.15736	142.12
"adult"	66.88963	160.16
"adult"	66.10223	142.78
"adult"	70.15734	206.36
"adult"	68.03136	146.3
"adult"	62.12586	116.16
"child"	62.95263	101.2
"child"	64.13373	121.66
"child"	60.94476	113.96
"child"	35.55111	28.82
"child"	66.929	134.86
"child"	35.8267	31.68
"adult"	61.37783	132.88
"child"	63.85814	151.58
"child"	36.73221	36.08
"child"	57.04713	90.42
"child"	42.20464	41.36
"child"	61.22035	134.86
"adult"	70.27545	162.8
"adult"	65.98412	160.6
"adult"	61.53531	127.6
"adult"	62.71641	134.64
"child"	63.58255	114.62
"adult"	62.24397	146.3
"adult"	59.01563	126.28
"child"	50.90541	104.28
"adult"	67.04711	159.5
"child"	40.9448	47.3
"child"	47.87392	49.28
"child"	50.70856	84.7
"child"	37.51961	30.14
"adult"	63.66129	141.46
"adult"	58.77941	116.16
"adult"	66.22034	145.42
"adult"	64.84239	165
"adult"	61.25972	203.28
"adult"	67.7164	233.2
"adult"	61.8109	119.46
"adult"	67.12585	137.06
"child"	45.15739	40.92
"adult"	65.62979	216.26
"child"	67.63766	170.5
"adult"	65.51168	220.88
"adult"	61.77153	196.02
"adult"	68.03136	196.46
"adult"	67.87388	149.82
"adult"	64.21247	186.56
"adult"	61.37783	144.98
"child"	51.181	85.58
"child"	43.93692	54.12
"adult"	65.19672	149.6
"adult"	68.54317	172.48
"child"	47.244	48.18
"adult"	66.10223	153.78
"adult"	59.01563	201.74
"adult"	70.74789	137.72
"adult"	63.18885	179.96
"adult"	62.12586	164.12
"child"	65.47231	140.58
"adult"	64.33058	183.04
"adult"	59.88177	136.62
"child"	38.50386	33.66
"child"	49.44872	68.42
"adult"	63.93688	185.46
"child"	54.80304	100.98
"adult"	63.81877	185.02
"adult"	65.03924	118.36
"adult"	64.5668	197.56
"adult"	65.78727	221.98
"adult"	62.71641	130.46
"adult"	61.14161	157.52
"child"	54.52745	136.4
"child"	68.18884	136.62
"adult"	64.1731	181.5
"adult"	65.07861	291.94
"adult"	62.95263	166.1
"adult"	61.57468	205.48
"adult"	63.62192	151.58
"child"	56.41721	78.76
"child"	61.49594	128.26
"adult"	58.6613	131.78
"adult"	62.91326	164.34
"adult"	65.59042	224.84
"child"	50.31486	56.76
"adult"	60.55106	171.38
"child"	42.1259	38.28
"adult"	58.14949	172.92
"child"	64.44869	124.08
"child"	49.52746	59.4
"child"	35.15741	29.7
"adult"	62.28334	163.24
"child"	67.00774	272.36
"adult"	63.34633	134.86
"adult"	63.93688	135.3
"adult"	61.53531	99.66
"adult"	60.07862	113.52
"adult"	60.74791	194.7
"adult"	61.45657	116.38
"adult"	62.71641	138.16
"child"	66.25971	146.74
"adult"	57.75579	103.62
"adult"	63.14948	275.44
"adult"	62.79515	127.6
"child"	59.40933	148.72
"child"	40.39362	37.18
"child"	41.88968	39.16
"adult"	64.05499	224.84
"adult"	62.28334	153.34
"adult"	60.82665	188.32
"adult"	69.05498	113.52
"adult"	63.7794	193.16
"adult"	62.51956	123.86
"adult"	62.91326	185.24
"adult"	60.90539	151.8
"adult"	64.99987	107.14
"adult"	67.91325	163.24
"adult"	67.83451	188.76
"child"	41.88968	40.92
"adult"	64.01562	168.08
"adult"	64.13373	149.16
"adult"	60.78728	196.68
"adult"	64.25184	183.04
"adult"	67.91325	135.3
"adult"	62.36208	193.38
"adult"	54.56682	88.22
"child"	39.33063	41.36
"adult"	63.66129	137.5
"child"	57.00776	99.22
"child"	63.34633	121.44
"adult"	66.85026	147.4
"adult"	63.93688	134.86
"adult"	62.55893	128.04
"adult"	63.07074	164.56
"child"	45.19676	43.78
"child"	69.88175	153.78
"adult"	61.06287	104.72
"child"	65.07861	168.3
"child"	43.07078	39.6
"adult"	62.83452	179.08
"adult"	64.52743	189.42
"child"	63.34633	121.22
"child"	65.43294	94.6
"adult"	66.33845	224.62
"child"	57.36209	71.72
"adult"	61.69279	160.6
"child"	42.75582	36.96
"child"	38.77945	32.78
"adult"	73.30694	254.76
"adult"	63.58255	163.24
"adult"	62.87389	231.22
"adult"	67.00774	207.24
"child"	67.91325	169.4
"child"	46.49597	48.4
"child"	59.56681	108.9
"adult"	63.30696	205.04
"adult"	64.52743	151.14
"adult"	67.7164	173.14
"adult"	59.4487	296.56
"adult"	64.5668	154.44
"adult"	63.3857	136.18
"child"	69.96049	142.56
"child"	68.30695	187.44
"adult"	65.43294	149.38
"adult"	60.27547	167.42
"child"	62.75578	109.56
"adult"	63.26759	159.94
"child"	63.42507	157.74
"adult"	66.37782	167.64
"adult"	66.77152	128.48
"adult"	64.01562	168.96
"adult"	60.55106	140.58
"adult"	62.55893	223.74
"adult"	72.91324	173.58
"child"	49.68494	52.8
"adult"	66.61404	143.22
"adult"	60.11799	218.02
"child"	63.54318	210.76
"child"	65.03924	110.88
"child"	59.96051	83.82
"adult"	65.19672	141.9
"child"	66.45656	122.76
"child"	62.87389	159.72
"adult"	63.62192	164.34
"child"	47.83455	45.54
"adult"	58.58256	141.9
"child"	45.55109	51.48
"child"	41.10228	35.64
"adult"	64.29121	171.16
"adult"	61.85027	146.3
"child"	60.47232	149.16
"adult"	63.93688	258.5
"adult"	63.66129	183.26
"adult"	67.55892	233.86
"child"	47.59833	43.78
"adult"	60.82665	108.9
"adult"	60.39358	100.32
"child"	38.38575	33.22
"child"	41.69283	34.54
"child"	61.85027	115.06
"child"	51.10226	60.28
"adult"	58.89752	117.04
"adult"	66.88963	115.06
"adult"	64.33058	186.56
"adult"	59.88177	126.94
"child"	36.25977	31.24
"adult"	64.72428	148.28
"child"	62.67704	110.66
"child"	60.43295	74.8
"adult"	61.92901	152.68
"adult"	66.10223	144.98
"adult"	63.54318	172.92
"child"	51.181	52.36
"child"	61.10224	128.48
"adult"	66.96837	132
"child"	62.40145	112.2
"child"	45.07865	58.96
"child"	33.74009	24.64
"adult"	64.76365	220
"adult"	62.24397	130.68
"adult"	64.48806	146.52
"adult"	60.70854	145.42
"adult"	65.15735	126.06
"child"	67.44081	133.76
"child"	61.22035	123.64
"adult"	59.36996	133.32
"adult"	58.34634	86.24
"adult"	62.75578	195.36
"child"	48.77943	50.16
"child"	61.61405	147.18
"adult"	65.70853	140.58
"adult"	66.69278	357.94
"adult"	64.36995	148.06
"child"	35.66922	28.16
"adult"	62.91326	297
"child"	41.14165	38.5
"child"	60.74791	110.44
"adult"	63.14948	124.74
"adult"	55.47233	112.64
"adult"	63.54318	111.76
"adult"	55.23611	130.68
"adult"	59.8424	119.68
"child"	62.12586	167.86
"child"	56.10225	71.5
"child"	58.11012	107.36
"adult"	58.77941	145.42
"child"	35.86607	27.72
"child"	63.97625	151.8
"child"	59.29122	108.68
"child"	55.94477	72.38
"adult"	63.97625	220.66
"adult"	63.54318	250.58
"child"	61.22035	110.66
"adult"	64.33058	143.66
"child"	54.25186	126.28
"child"	60.55106	157.08
"adult"	64.1731	116.16
"adult"	63.22822	115.28
"adult"	58.11012	137.28
"adult"	66.69278	250.14
"adult"	62.40145	182.82
"child"	51.77155	72.6
"adult"	62.08649	121.44
"child"	61.14161	129.14
"child"	55.94477	78.1
"child"	56.88965	101.42
"adult"	61.14161	131.56
"adult"	59.33059	178.64
"adult"	59.80303	111.98
"child"	47.28337	62.04
"adult"	63.81877	238.92
"adult"	60.78728	137.72
"child"	55.39359	71.5
"child"	42.55897	43.78
"child"	65.55105	127.38
"child"	52.48021	71.06
"child"	43.11015	49.28
"adult"	66.45656	123.86
"adult"	62.44082	132.22
"adult"	62.28334	169.4
"child"	57.51957	96.58
"child"	63.46444	105.38
"adult"	64.92113	175.56
"adult"	63.89751	166.32
"adult"	59.055	278.3
"adult"	67.79514	225.72
"adult"	64.01562	278.52
"child"	38.70071	32.34
"child"	52.51958	60.28
"adult"	59.40933	154.22
"child"	58.97626	127.82
"adult"	60.03925	118.36
"adult"	62.00775	164.12
"adult"	65.3542	191.4
"child"	60.74791	129.8
"child"	66.1416	165
"child"	58.14949	90.42
"adult"	64.40932	117.26
"child"	60.39358	159.5
"adult"	60.55106	170.94
"child"	62.992	114.84
"adult"	68.66128	242.22
"adult"	63.46444	163.68
"child"	70.90537	223.96
